InceptionNet,ACSF1,0.8999999762
InceptionNet,Adiac,0.8337596059
InceptionNet,AllGestureWiimoteX,0.7614285946
InceptionNet,AllGestureWiimoteY,0.8085714579
InceptionNet,AllGestureWiimoteZ,0.7799999714
InceptionNet,ArrowHead,0.8457142711
InceptionNet,Beef,0.7333333492
InceptionNet,BeetleFly,0.75
InceptionNet,BirdChicken,1
InceptionNet,BME,1
InceptionNet,Car,0.8666667342
InceptionNet,CBF,0.9988889098
InceptionNet,Chinatown,0.9854227304
InceptionNet,ChlorineConcentration,0.8580729365
InceptionNet,CinCECGTorso,0.7862318754
InceptionNet,Coffee,1
InceptionNet,Computers,0.8119999766
InceptionNet,CricketX,0.8461538553
InceptionNet,CricketY,0.8641025424
InceptionNet,CricketZ,0.8512820601
InceptionNet,Crop,0.7811309695
InceptionNet,DiatomSizeReduction,0.9346405268
InceptionNet,DistalPhalanxOutlineAgeGroup,0.7050359845
InceptionNet,DistalPhalanxOutlineCorrect,0.75
InceptionNet,DistalPhalanxTW,0.6906474829
InceptionNet,DodgerLoopDay,0.5625
InceptionNet,DodgerLoopGame,0.8333333135
InceptionNet,DodgerLoopWeekend,0.9855072498
InceptionNet,Earthquakes,0.7482014298
InceptionNet,ECG200,0.9100000262
InceptionNet,ECG5000,0.9357777834
InceptionNet,ECGFiveDays,0.9988385439
InceptionNet,ElectricDevices,0.7078199983
InceptionNet,EOGHorizontalSignal,0.6712707281
InceptionNet,EOGVerticalSignal,0.4834254086
InceptionNet,EthanolLevel,0.7580000162
InceptionNet,FaceAll,0.7621302009
InceptionNet,FaceFour,0.9545454383
InceptionNet,FacesUCR,0.9536585212
InceptionNet,FiftyWords,0.7912088037
InceptionNet,Fish,0.9828571677
InceptionNet,FordA,0.9530302882
InceptionNet,FordB,0.8641975522
InceptionNet,FreezerRegularTrain,0.9971929789
InceptionNet,FreezerSmallTrain,0.8526315689
InceptionNet,Fungi,0.9623655677
InceptionNet,GestureMidAirD1,0.730769217
InceptionNet,GestureMidAirD2,0.5769230723
InceptionNet,GestureMidAirD3,0.3307692409
InceptionNet,GesturePebbleZ1,0.8953488469
InceptionNet,GesturePebbleZ2,0.8607594967
InceptionNet,GunPoint,0.9933333397
InceptionNet,GunPointAgeSpan,0.9841772318
InceptionNet,GunPointMaleVersusFemale,0.9968354702
InceptionNet,GunPointOldVersusYoung,1
InceptionNet,Ham,0.780952394
InceptionNet,HandOutlines,0.9513513446
InceptionNet,Haptics,0.5487012863
InceptionNet,Herring,0.671875
InceptionNet,HouseTwenty,0.9159664512
InceptionNet,InlineSkate,0.2709091008
InceptionNet,InsectEPGRegularTrain,1
InceptionNet,InsectEPGSmallTrain,1
InceptionNet,InsectWingbeatSound,0.6368687153
InceptionNet,ItalyPowerDemand,0.9640427828
InceptionNet,LargeKitchenAppliances,0.8906666636
InceptionNet,Lightning2,0.803278625
InceptionNet,Lightning7,0.7945205569
InceptionNet,Mallat,0.953091681
InceptionNet,Meat,0.9000000358
InceptionNet,MedicalImages,0.7986842394
InceptionNet,MelbournePedestrian,0.9680196643
InceptionNet,MiddlePhalanxOutlineAgeGroup,0.5
InceptionNet,MiddlePhalanxOutlineCorrect,0.8350515366
InceptionNet,MiddlePhalanxTW,0.5259740353
