InceptionNet,MixedShapesRegularTrain,0.960824728
InceptionNet,MixedShapesSmallTrain,0.8981443048
InceptionNet,MoteStrain,0.9065495133
InceptionNet,NonInvasiveFetalECGThorax1,0.9587786198
InceptionNet,NonInvasiveFetalECGThorax2,0.9567430019
InceptionNet,OliveOil,0.7000000477
InceptionNet,OSULeaf,0.9256198406
InceptionNet,PhalangesOutlinesCorrect,0.8321678042
InceptionNet,Phoneme,0.3491561115
InceptionNet,PickupGestureWiimoteZ,0.8599998951
InceptionNet,PigAirwayPressure,0.2980769277
InceptionNet,PigArtPressure,0.8413461447
InceptionNet,PigCVP,0.5721153617
InceptionNet,PLAID,0.1750465482
InceptionNet,Plane,1
InceptionNet,PowerCons,0.9833333492
InceptionNet,ProximalPhalanxOutlineAgeGroup,0.8341463208
InceptionNet,ProximalPhalanxOutlineCorrect,0.9003436565
InceptionNet,ProximalPhalanxTW,0.7902439237
InceptionNet,RefrigerationDevices,0.5093333125
InceptionNet,Rock,0.5999999642
InceptionNet,ScreenType,0.6000000238
InceptionNet,SemgHandGenderCh2,0.8999999762
InceptionNet,SemgHandMovementCh2,0.6266666651
InceptionNet,SemgHandSubjectCh2,0.7400000095
InceptionNet,ShakeGestureWiimoteZ,0.8199999928
InceptionNet,ShapeletSim,0.8388888836
InceptionNet,ShapesAll,0.9150000215
InceptionNet,SmallKitchenAppliances,0.7786666751
InceptionNet,SmoothSubspace,0.9800000191
InceptionNet,SonyAIBORobotSurface1,0.87021631
InceptionNet,SonyAIBORobotSurface2,0.9548793435
InceptionNet,StarLightCurves,0.9774162173
InceptionNet,Strawberry,0.9729729891
InceptionNet,SwedishLeaf,0.956799984
InceptionNet,Symbols,0.9748743773
InceptionNet,SyntheticControl,0.9933333397
InceptionNet,ToeSegmentation1,0.9649122953
InceptionNet,ToeSegmentation2,0.9384615421
InceptionNet,Trace,1
InceptionNet,TwoLeadECG,0.9973661304
InceptionNet,TwoPatterns,1
InceptionNet,UMD,0.993055582
InceptionNet,UWaveGestureLibraryAll,0.9489112496
InceptionNet,UWaveGestureLibraryX,0.812953651
InceptionNet,UWaveGestureLibraryY,0.7629815936
InceptionNet,UWaveGestureLibraryZ,0.7557230592
InceptionNet,Wafer,0.9975665212
InceptionNet,Wine,0.8518518806
InceptionNet,WordSynonyms,0.7021943331
InceptionNet,Worms,0.7662337422
InceptionNet,WormsTwoClass,0.7792207599
InceptionNet,Yoga,0.8880000114
