ACSF1,ROCKET,0.9,False
Adiac,ROCKET,0.7902813299232737,False
AllGestureWiimoteX,ROCKET,0.7857142857142857,False
AllGestureWiimoteY,ROCKET,0.7557142857142857,False
AllGestureWiimoteZ,ROCKET,0.7614285714285715,False
ArrowHead,ROCKET,0.7942857142857143,False
BME,ROCKET,1.0,False
Beef,ROCKET,0.8,False
BeetleFly,ROCKET,0.9,False
BirdChicken,ROCKET,0.9,False
CBF,ROCKET,1.0,False
Car,ROCKET,0.9,False
Chinatown,ROCKET,0.9825072886297376,False
ChlorineConcentration,ROCKET,0.8044270833333333,False
CinCECGTorso,ROCKET,0.8355072463768116,False
Coffee,ROCKET,1.0,False
Computers,ROCKET,0.764,False
CricketX,ROCKET,0.8128205128205128,False
CricketY,ROCKET,0.8512820512820513,False
CricketZ,ROCKET,0.8512820512820513,False
Crop,ROCKET,0.7548809523809524,False
DiatomSizeReduction,ROCKET,0.9771241830065359,False
DistalPhalanxOutlineAgeGroup,ROCKET,0.7553956834532374,False
DistalPhalanxOutlineCorrect,ROCKET,0.7536231884057971,False
DistalPhalanxTW,ROCKET,0.6906474820143885,False
DodgerLoopDay,ROCKET,0.625,False
DodgerLoopGame,ROCKET,0.8478260869565217,False
DodgerLoopWeekend,ROCKET,0.9710144927536232,False
ECG200,ROCKET,0.92,False
ECG5000,ROCKET,0.9475555555555556,False
ECGFiveDays,ROCKET,1.0,False
EOGHorizontalSignal,ROCKET,0.638121546961326,False
EOGVerticalSignal,ROCKET,0.5386740331491713,False
Earthquakes,ROCKET,0.7553956834532374,False
ElectricDevices,ROCKET,0.7258461937491895,False
EthanolLevel,ROCKET,0.592,False
FaceAll,ROCKET,0.9455621301775148,False
FaceFour,ROCKET,0.9772727272727273,False
FacesUCR,ROCKET,0.9604878048780487,False
FiftyWords,ROCKET,0.8307692307692308,False
Fish,ROCKET,0.9828571428571429,False
FordA,ROCKET,0.9356060606060606,False
FordB,ROCKET,0.7938271604938272,False
FreezerRegularTrain,ROCKET,0.9978947368421053,False
FreezerSmallTrain,ROCKET,0.9508771929824561,False
Fungi,ROCKET,1.0,False
GestureMidAirD1,ROCKET,0.7230769230769231,False
GestureMidAirD2,ROCKET,0.676923076923077,False
GestureMidAirD3,ROCKET,0.4,False
GesturePebbleZ1,ROCKET,0.9069767441860465,False
GesturePebbleZ2,ROCKET,0.8291139240506329,False
GunPoint,ROCKET,1.0,False
GunPointAgeSpan,ROCKET,0.9968354430379747,False
GunPointMaleVersusFemale,ROCKET,0.9968354430379747,False
GunPointOldVersusYoung,ROCKET,0.9904761904761905,False
Ham,ROCKET,0.7238095238095238,False
HandOutlines,ROCKET,0.9405405405405406,False
Haptics,ROCKET,0.5487012987012987,False
Herring,ROCKET,0.640625,False
HouseTwenty,ROCKET,0.9663865546218487,False
InlineSkate,ROCKET,0.4727272727272727,False
