InsectEPGRegularTrain,ROCKET,1.0,False
InsectEPGSmallTrain,ROCKET,0.9799196787148594,False
InsectWingbeatSound,ROCKET,0.6626262626262627,False
ItalyPowerDemand,ROCKET,0.9708454810495627,False
LargeKitchenAppliances,ROCKET,0.904,False
Lightning2,ROCKET,0.8032786885245902,False
Lightning7,ROCKET,0.821917808219178,False
Mallat,ROCKET,0.9530916844349681,False
Meat,ROCKET,0.95,False
MedicalImages,ROCKET,0.7868421052631579,False
MelbournePedestrian,ROCKET,0.9036490364903649,False
MiddlePhalanxOutlineAgeGroup,ROCKET,0.551948051948052,False
MiddlePhalanxOutlineCorrect,ROCKET,0.852233676975945,False
MiddlePhalanxTW,ROCKET,0.5324675324675324,False
MixedShapesRegularTrain,ROCKET,0.9731958762886598,False
MixedShapesSmallTrain,ROCKET,0.9393814432989691,False
MoteStrain,ROCKET,0.9137380191693291,False
NonInvasiveFetalECGThorax1,ROCKET,0.9531806615776082,False
NonInvasiveFetalECGThorax2,ROCKET,0.9704834605597964,False
OSULeaf,ROCKET,0.9421487603305785,False
OliveOil,ROCKET,0.9333333333333333,False
PLAID,ROCKET,0.88268156424581,False
PhalangesOutlinesCorrect,ROCKET,0.8426573426573427,False
Phoneme,ROCKET,0.27689873417721517,False
PickupGestureWiimoteZ,ROCKET,0.84,False
PigAirwayPressure,ROCKET,0.40865384615384615,False
PigArtPressure,ROCKET,0.9567307692307693,False
PigCVP,ROCKET,0.9375,False
Plane,ROCKET,1.0,False
PowerCons,ROCKET,0.9444444444444444,False
ProximalPhalanxOutlineAgeGroup,ROCKET,0.848780487804878,False
ProximalPhalanxOutlineCorrect,ROCKET,0.8969072164948454,False
ProximalPhalanxTW,ROCKET,0.8146341463414634,False
RefrigerationDevices,ROCKET,0.544,False
Rock,ROCKET,0.9,False
ScreenType,ROCKET,0.4746666666666667,False
SemgHandGenderCh2,ROCKET,0.9283333333333333,False
SemgHandMovementCh2,ROCKET,0.6444444444444445,False
SemgHandSubjectCh2,ROCKET,0.8733333333333333,False
ShakeGestureWiimoteZ,ROCKET,0.9,False
ShapeletSim,ROCKET,1.0,False
ShapesAll,ROCKET,0.905,False
SmallKitchenAppliances,ROCKET,0.8213333333333334,False
SmoothSubspace,ROCKET,0.98,False
SonyAIBORobotSurface1,ROCKET,0.9217970049916805,False
SonyAIBORobotSurface2,ROCKET,0.919202518363064,False
StarLightCurves,ROCKET,0.9811801845556095,False
Strawberry,ROCKET,0.981081081081081,False
SwedishLeaf,ROCKET,0.9632,False
Symbols,ROCKET,0.9748743718592965,False
SyntheticControl,ROCKET,0.9966666666666667,False
ToeSegmentation1,ROCKET,0.956140350877193,False
ToeSegmentation2,ROCKET,0.9230769230769231,False
Trace,ROCKET,1.0,False
TwoLeadECG,ROCKET,0.9991220368744512,False
TwoPatterns,ROCKET,1.0,False
UMD,ROCKET,0.9930555555555556,False
UWaveGestureLibraryAll,ROCKET,0.9745951982132887,False
UWaveGestureLibraryX,ROCKET,0.8556672250139586,False
UWaveGestureLibraryY,ROCKET,0.7805695142378559,False
UWaveGestureLibraryZ,ROCKET,0.7973199329983249,False
Wafer,ROCKET,0.9982154445165476,False
Wine,ROCKET,0.7592592592592593,False
WordSynonyms,ROCKET,0.7539184952978056,False
Worms,ROCKET,0.7272727272727273,False
WormsTwoClass,ROCKET,0.8311688311688312,False
Yoga,ROCKET,0.9113333333333333,False
